Active WO,Alert Date/Time,Alert Type,Alert Value,Brightness,Burn Hours,DevEUI,Feeder,Feeder ID,Fixture Current,Fixture off Cycles,Fixture On Cycles,Fixture Type,Fixture Wattage,Firmware Version,HDOP,Hardware Version,Last Update,Latitude,Light Status,Longitude,Manufacturer,Network Type,Node Name,Node Status,Pole Current,RSSI,Solar,Subpanel Name,Subpanel Time Zone,Substation,Substation ID,Tag Name,Threshold Value
,10/20/2025 09:07PM,Power Loss,0,-,120 hrs,8813bf1cd9ec5883,,,-,11,11,,-,58.02.30,0.5,C5,21-09-2025 11:25,39.295,POWER LOSS,-76.68,,LTE,09535049A,POWER LOSS,-,-,No,Nashville Electric Service (NES),America/Chicago,,,,Power Loss
,10/20/2025 09:07PM,Low Voltage,75.4,-,229 hrs,3c8a1f64728c5323,,,-,19,21,,-,58.02.30,0.5,C5,22-09-2025 02:30,39.32,POWER LOSS,-76.62,,LTE,12721139A,POWER LOSS,-,-,No,Nashville Electric Service (NES),America/Chicago,,,,
,10/20/2025 09:07PM,Power Loss,14.4,-,120 hrs,8813bf04c5407f61,,,-,10,10,,-,58.02.30,0.5,C5,22-09-2025 19:30,39.28,POWER LOSS,-76.545,,LTE,09516439A,POWER LOSS,-,-,No,Nashville Electric Service (NES),America/Chicago,,,,Power Loss
,10/20/2025 09:07PM,Power Loss,0.1,-,149 hrs,ec64c971eb0c8840,,,-,12,12,,-,58.02.30,0.5,C5,1/10/2025 14:21,39.27,POWER LOSS,-76.65,,LTE,12821028A,POWER LOSS,-,-,No,Nashville Electric Service (NES),America/Chicago,,,,Power Loss
,10/20/2025 09:07PM,Power Loss,26.3,-,240 hrs,8813bf0e53249f77,,,-,17,18,,-,58.02.30,0.5,C5,19-10-2025 11:11,39.2904,POWER LOSS,-76.6122,,LTE,8813bf0e53249f77,POWER LOSS,-,-,No,Nashville Electric Service (NES),America/Chicago,,,Astro_100825,Power Loss
,10/20/2025 09:07PM,Power Loss,1.5,-,699 hrs,8813bf2a40a46d6d,,,-,58,58,,-,58.02.30,0.5,C5,19-10-2025 17:47,39.295,POWER LOSS,-76.68,,LTE,10732097B,POWER LOSS,-,-,No,Nashville Electric Service (NES),America/Chicago,,,,Power Loss
,10/20/2025 09:07PM,Power Loss,32.2,-,258 hrs,3c8a1f741d509175,,,-,20,37,,-,58.02.30,0.5,C5,19-10-2025 18:38,39.32,POWER LOSS,-76.62,,LTE,11931103A,POWER LOSS,-,-,No,Nashville Electric Service (NES),America/Chicago,,,,Power Loss
,10/20/2025 09:07PM,Power Loss,0.1,-,724 hrs,8813bf2a26708268,,,-,62,62,,-,58.02.30,0.5,C5,19-10-2025 19:08,39.28,POWER LOSS,-76.545,,LTE,12735028A,POWER LOSS,-,-,No,Nashville Electric Service (NES),America/Chicago,,,,Power Loss
,10/20/2025 09:07PM,Power Loss,0.1,-,9284 hrs,b0a7321029f44a95,,,-,772,776,,-,58.02.43,0.8,C3,20-10-2025 18:36,39.27,POWER LOSS,-76.65,,LTE-M,PB0A7321029F44A95-F1,POWER LOSS,-,-,No,Nashville Electric Service (NES),America/Chicago,,,all_nodes,Power Loss
,10/20/2025 09:07PM,Sudden Tilt,49.8,-,456 hrs,8813bf0dded8905a,,,-,45,45,,-,58.02.30,0.5,C5,20-10-2025 23:50,39.2904,OFF,-76.6122,,LTE,07714140A,OFFLINE,-,-,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,45.2,100,530 hrs,3c8a1f7629002a8d,,,0.9,29,41,,-,58.02.30,0.5,C5,21-10-2025 01:14,39.295,ON,-76.68,,LTE,09704014A,ONLINE,1.9,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,47.1,100,635 hrs,3c8a1f742634856b,,,0.9,39,50,,-,58.02.30,0.5,C5,21-10-2025 01:14,39.32,ON,-76.62,,LTE,10756071A,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,45.6,100,1163 hrs,ec64c96976a0aa60,,,1,73,72,,-,58.02.30,0.5,C5,21-10-2025 01:15,39.28,ON,-76.545,,LTE,10721125A,ONLINE,2,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,46.8,100,648 hrs,3c8a1f762f188196,,,0.9,38,48,,-,58.02.30,0.5,C5,21-10-2025 01:15,39.27,ON,-76.65,,LTE,10756056A,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,45.9,100,936 hrs,ec64c968e3cc4733,,,0.8,79,80,,-,58.02.30,0.5,C5,21-10-2025 01:16,39.2904,ON,-76.6122,,LTE,12832092B,ONLINE,1.6,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,45.6,100,1257 hrs,8813bf0dd8945288,,,0.9,107,107,,-,58.02.30,0.5,C5,21-10-2025 01:16,39.295,ON,-76.68,,LTE,07745058A,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,46.5,100,1233 hrs,8813bf0b14186e4f,,,0.9,98,111,,-,58.02.30,0.5,C5,21-10-2025 01:16,39.32,ON,-76.62,,LTE,10723082A,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,46.8,100,609 hrs,3c8a1f742c88433a,,,1,6,29,,-,58.02.30,0.5,C5,21-10-2025 01:16,39.28,ON,-76.545,,LTE,09725017A,ONLINE,2,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,46.4,100,617 hrs,8813bf4ce2989a9d,,,1.7,37,47,,-,58.02.30,0.5,C5,21-10-2025 01:16,39.27,ON,-76.65,,LTE,10746161A,ONLINE,3.4,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,47.2,100,927 hrs,8813bf2a62148474,,,0.8,78,80,,-,58.02.30,0.5,C5,21-10-2025 01:17,39.2904,ON,-76.6122,,LTE,12832068A,ONLINE,1.6,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,46.2,100,939 hrs,8813bf1cd9bc6ab2,,,1.1,82,91,,-,58.02.30,0.5,C5,21-10-2025 01:17,39.295,ON,-76.68,,LTE,11744126A,ONLINE,2.2,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,48.9,100,940 hrs,8813bf2a609823a2,,,0.8,80,81,,-,58.02.30,0.5,C5,21-10-2025 01:17,39.32,ON,-76.62,,LTE,12832068B,ONLINE,1.6,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,45.4,100,934 hrs,8813bf538fd47f22,,,0.8,79,80,,-,58.02.30,0.5,C5,21-10-2025 01:17,39.28,ON,-76.545,,LTE,12832069B,ONLINE,1.6,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,47.4,100,919 hrs,8813bf2a7b5c407c,,,0.8,74,79,,-,58.02.30,0.5,C5,21-10-2025 01:18,39.27,ON,-76.65,,LTE,12832071A,ONLINE,1.6,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,46,100,1133 hrs,8813bf0b1d846c60,,,0.9,91,106,,-,58.02.30,0.5,C5,21-10-2025 01:18,39.2904,ON,-76.6122,,LTE,10723007A,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,49.4,100,1241 hrs,8813bf0b074c7f36,,,2,97,97,,-,58.02.30,0.5,C5,21-10-2025 01:18,39.295,ON,-76.68,,LTE,07745028B,ONLINE,4,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,49.3,100,1136 hrs,8813bf2a30606b7b,,,0.9,89,110,,-,58.02.30,0.5,C5,21-10-2025 01:19,39.32,ON,-76.62,,LTE,10723078A,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,45,100,786 hrs,8813bf1ce4086587,,,0.9,58,69,,-,58.02.30,0.5,C5,21-10-2025 01:20,39.28,ON,-76.545,,LTE,08755166A,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,46.4,100,1226 hrs,ec64c971dddc4069,,,0.9,96,111,,-,58.02.30,0.5,C5,21-10-2025 01:20,39.27,ON,-76.65,,LTE,10723085A,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,45.7,100,1313 hrs,8813bf0cecac3284,,,1,105,109,,-,58.02.30,0.5,C5,21-10-2025 01:20,39.2904,ON,-76.6122,,LTE,07734003A,ONLINE,1.9,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,46.8,100,931 hrs,8813bf120bdc3c48,,,1,83,91,,-,58.02.30,0.5,C5,21-10-2025 01:20,39.295,ON,-76.68,,LTE,11744130A,ONLINE,2,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,47.4,100,927 hrs,8813bf2a75f0548a,,,0.8,76,84,,-,58.02.30,0.5,C5,21-10-2025 01:20,39.32,ON,-76.62,,LTE,12832069A,ONLINE,1.6,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,47.8,100,1144 hrs,ec64c97232048c2f,,,0.9,104,123,,-,58.02.30,0.5,C5,21-10-2025 01:21,39.28,ON,-76.545,,LTE,10723014A,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,45,100,599 hrs,ec64c96909a00c7c,,,0.9,36,48,,-,58.02.30,0.5,C5,21-10-2025 01:22,39.27,ON,-76.65,,LTE,09724047A,ONLINE,1.9,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,45,100,802 hrs,3c8a1f743ad01f99,,,0.9,68,68,,-,58.02.30,0.5,C5,21-10-2025 01:24,39.2904,ON,-76.6122,,LTE,08734037B,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,45.8,100,566 hrs,8813bf2a43d80c45,,,0.9,16,42,,-,58.02.30,0.5,C5,21-10-2025 01:25,39.295,ON,-76.68,,LTE,09744072C,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,45.1,100,592 hrs,8813bf1cda4c7f93,,,0.9,39,51,,-,58.02.30,0.5,C5,21-10-2025 01:27,39.32,ON,-76.62,,LTE,09724128A,ONLINE,1.9,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,45,100,679 hrs,3c8a1f762e24282e,,,0.9,54,54,,-,58.02.30,0.5,C5,21-10-2025 01:28,39.28,ON,-76.545,,LTE,09743020B,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,47.2,100,950 hrs,ec64c9688abc7d9a,,,1,83,90,,-,58.02.30,0.5,C5,21-10-2025 01:34,39.27,ON,-76.65,,LTE,11744127A,ONLINE,1.9,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,45.1,100,866 hrs,3c8a1f7612243d5e,,,0.9,98,100,,-,58.02.30,0.5,C5,21-10-2025 01:34,39.2904,ON,-76.6122,,LTE,08715067A,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,45,100,961 hrs,8813bf1124244e36,,,1,81,98,,-,58.02.30,0.5,C5,21-10-2025 01:34,39.295,ON,-76.68,,LTE,11754165A,ONLINE,1.9,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,45.4,100,802 hrs,3c8a1f7407dc8856,,,0.9,66,66,,-,58.02.30,0.5,C5,21-10-2025 01:34,39.32,ON,-76.62,,LTE,08734036A,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,45.2,100,1315 hrs,8813bf0b6ea46e90,,,0.9,109,113,,-,58.02.30,0.5,C5,21-10-2025 01:35,39.28,ON,-76.545,,LTE,07734002B,ONLINE,1.9,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,45.3,100,1314 hrs,8813bf0b31d09488,,,0.9,106,109,,-,58.02.30,0.5,C5,21-10-2025 01:36,39.27,ON,-76.65,,LTE,07744008A,ONLINE,1.9,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,46,100,1030 hrs,8813bf0838740b4f,,,1,111,113,,-,58.02.30,0.5,C5,21-10-2025 01:39,39.2904,ON,-76.6122,,LTE,11713109A,ONLINE,2,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,45.1,100,572 hrs,ec64c968fb1c3f22,,,0.9,45,44,,-,58.02.30,0.5,C5,21-10-2025 01:39,39.295,ON,-76.68,,LTE,09705071A,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,46.1,100,1074 hrs,8813bf112118466e,,,0.9,98,98,,-,58.02.30,0.5,C5,21-10-2025 01:40,39.32,ON,-76.62,,LTE,11734181A,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,45.1,100,1048 hrs,8813bf11bd28a337,,,0.9,120,138,,-,58.02.30,0.5,C5,21-10-2025 01:41,39.28,ON,-76.545,,LTE,11744113A,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,47.1,100,727 hrs,3c8a1f751f500c70,,,1,47,59,,-,58.02.30,0.5,C5,21-10-2025 01:42,39.27,ON,-76.65,,LTE,09725014A,ONLINE,2,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,45,100,874 hrs,3c8a1f7612605cb0,,,0.9,77,79,,-,58.02.30,0.5,C5,21-10-2025 01:43,39.2904,ON,-76.6122,,LTE,08715075B,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,52.1,100,1115 hrs,8813bf0e22481a4e,,,0.5,102,103,,-,58.02.30,0.5,C5,21-10-2025 01:43,39.295,ON,-76.68,,LTE,10731166A,ONLINE,0.9,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,50.4,100,1174 hrs,8813bf2b4ad46cac,,,0.9,106,106,,-,58.02.30,0.5,C5,21-10-2025 01:44,39.32,ON,-76.62,,LTE,8813bf2b4ad46cac,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,45.4,100,696 hrs,8813bf1cdc805b4c,,,0.9,57,57,,-,58.02.30,0.5,C5,21-10-2025 01:44,39.28,ON,-76.545,,LTE,08755169A,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,46,100,738 hrs,3c8a1f75bc107c17,,,1.7,62,62,,-,58.02.30,0.5,C5,21-10-2025 01:44,39.27,ON,-76.65,,LTE,11844016A,ONLINE,3.4,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,45.5,100,1033 hrs,8813bf08560c1f88,,,0.9,94,96,,-,58.02.30,0.5,C5,21-10-2025 01:44,39.2904,ON,-76.6122,,LTE,11713097A,ONLINE,1.9,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,46.3,100,1023 hrs,8813bf11df14795d,,,0.9,85,103,,-,58.02.30,0.5,C5,21-10-2025 01:44,39.295,ON,-76.68,,LTE,11754171A,ONLINE,1.9,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,45,100,534 hrs,8813bf154c80451e,,,0.9,41,43,,-,58.02.30,0.5,C5,21-10-2025 01:44,39.32,ON,-76.62,,LTE,09714054B,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,48.1,100,1259 hrs,8813bf2a2b10532f,,,1,104,104,,-,58.02.30,0.5,C5,21-10-2025 01:45,39.28,ON,-76.545,,LTE,07744010A,ONLINE,2.1,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,49.6,100,1077 hrs,8813bf0ae9cc9559,,,1,84,88,,-,58.02.30,0.5,C5,21-10-2025 01:45,39.27,ON,-76.65,,LTE,11734179A,ONLINE,2,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,51.2,100,1022 hrs,ec64c9718a5438a1,,,1,89,89,,-,58.02.30,0.5,C5,21-10-2025 01:45,39.2904,ON,-76.6122,,LTE,11703144A,ONLINE,1.9,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
,10/20/2025 09:07PM,Sudden Tilt,49.8,100,295 hrs,8813bf1132883985,,,1.8,21,22,,-,58.02.30,0.5,C5,21-10-2025 01:45,39.295,ON,-76.68,,LTE,12921001A,ONLINE,3.6,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,47.9,100,866 hrs,8813bf4ec934262b,,,0.9,70,72,,-,58.02.30,0.5,C5,21-10-2025 01:46,39.32,ON,-76.62,,LTE,08715073B,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,46.3,100,585 hrs,8813bf0c61a43d41,,,0.9,44,46,,-,58.02.30,0.5,C5,21-10-2025 01:46,39.28,ON,-76.545,,LTE,09724045B,ONLINE,1.9,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,51.8,100,263 hrs,8813bf089208ba6a,,,1.7,19,19,,-,58.02.30,0.5,C5,21-10-2025 01:46,39.27,ON,-76.65,,LTE,13902024A,ONLINE,3.4,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,47.9,100,518 hrs,3c8a1f7427746e63,,,0.9,39,48,,-,58.02.30,0.5,C5,21-10-2025 01:46,39.2904,ON,-76.6122,,LTE,09744057B,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,46.4,100,1220 hrs,8813bf0db1a47772,,,0.9,109,108,,-,58.02.30,0.5,C5,21-10-2025 01:46,39.295,ON,-76.68,,LTE,08744186A,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,47.2,100,265 hrs,8813bf0db8248469,,,1.7,20,20,,-,58.02.30,0.5,C5,21-10-2025 01:46,39.32,ON,-76.62,,LTE,13902001A,ONLINE,3.4,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,46.4,100,142 hrs,8813bf1ce9f4517b,,,1.7,10,10,,-,58.02.30,0.5,C5,21-10-2025 01:46,39.28,ON,-76.545,,LTE,12941037A,ONLINE,3.4,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,53.6,100,616 hrs,3c8a1f7416900852,,,0.9,49,49,,-,58.02.30,0.5,C5,21-10-2025 01:46,39.27,ON,-76.65,,LTE,09744076C,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,45.4,100,259 hrs,8813bf11d24c474b,,,1.7,19,18,,-,58.02.30,0.5,C5,21-10-2025 01:46,39.2904,ON,-76.6122,,LTE,12951049A,ONLINE,3.4,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,46.2,100,369 hrs,3c8a1f761170a050,,,1,2,26,,-,58.02.30,0.5,C5,21-10-2025 01:46,39.295,ON,-76.68,,LTE,09744060A,ONLINE,2,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,46.2,100,584 hrs,8813bf04b428b472,,,0.9,33,45,,-,58.02.30,0.5,C5,21-10-2025 01:46,39.32,ON,-76.62,,LTE,09714004B,ONLINE,1.8,High,No,Nashville Electric Service (NES),America/Chicago,,,,45
,10/20/2025 09:07PM,Sudden Tilt,48.8,100,1075 hrs,3c8a1f73fc2c9084,,,0.9,94,93,,-,58.02.30,0.5,C5,21-10-2025 01:46,39.28,ON,-76.545,,LTE,11713106A,ONLINE,1.9,High,No,Nashville Electric Service (NES),America/Chicago,,,NES Default_CS_081525,45
