timestamp_utc,device_id,serial_number,pole_id,street_name,mounted_on_description,model,firmware_version,latitude,longitude,altitude_m,heading_deg,mechanical_tilt_deg,pole_tilt_deg,gps_accuracy_m,gps_fix,mac_address,ip_address,adoption_status,tags,warranty_status,warranty_expires,eol_flag,pedestrian_count,vehicle_count,vehicle_car_count,vehicle_truck_count,bicycle_count,avg_speed_kmph,max_speed_kmph,speed_95th_kmph,near_miss_count,intersection_conflict_count,camera_motion_events,person_detections,vehicle_detections,camera_fps,camera_bitrate_kbps,object_types_detected,energy_power_w,energy_kwh_since_last,voltage_v,current_a,poe_power_w,temperature_c,humidity_pct,pm2_5_ugm3,pm10_ugm3,noise_db,light_level_lux,uptime_seconds,cpu_pct,mem_pct,storage_pct,backhaul_type,backhaul_rssi_dbm,latency_ms,packet_loss_pct,spectral_scan_available,spectral_scan_peak_dbm,syslog_events_last_hour,crash_count_last_30d,firmware_update_available,contact_owner,installation_date,last_maintenance_date,notes
2025-11-01T01:40:00,UBC-00011,UBC00000011,PL-42018,Light St,Light pole at Light St near block 258,UbiHub-200,v1.6.0,39.243049,-76.563361,6.97,27.4,0.52,0.53,2.12,True,02:00:8b:90:6b:af,10.104.135.130,Adopted,"busstop,downtown,energy-metered,schoolzone",InWarranty,2026-10-23,False,4,3,2,1,0,29.8,38.4,38.0,0,0,1,0,1,15,1937,"car,bike",137.9,0.023,120.5,1.14,25,3.8,46.9,0.41,5.88,54.1,398,306492,17.2,32.0,14.5,Ethernet,-38.7,8.4,3.06,False,,6,0,False,University,2016-06-22,2025-06-20,
2025-11-01T01:50:00,UBC-00012,UBC00000012,PL-27146,North Ave,Light pole at North Ave near block 921,UbiCell-XL,v1.4.0,39.289071,-76.645165,3.36,76.7,1.41,1.24,1.75,True,02:00:12:bd:4b:dc,10.65.21.79,Adopted,,InWarranty,2026-10-10,False,0,1,1,0,0,38.9,41.2,35.5,0,0,1,1,0,30,1372,"car,bike",121.7,0.0203,113.8,1.07,10,1.1,31.8,15.49,24.19,54.6,1,826832,17.0,34.7,12.9,Ethernet,-42.0,8.3,5.88,False,,6,0,False,Contractor,2018-02-16,2025-07-04,
2025-11-01T02:00:00,UBC-00013,UBC00000013,PL-83385,Franklin St,Light pole at Franklin St near block 837,UbiEdge-Sensor,v1.4.0,39.271391,-76.653393,5.57,192.4,0.46,1.07,0.47,True,02:00:88:51:37:c3,10.19.240.57,Unadopted,"crosswalk,schoolzone,bikepath",OutOfWarranty,2027-05-01,False,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,20,1029,"dog,car,scooter",93.5,0.0156,120.5,0.78,15,-0.9,44.5,2.63,12.13,47.8,1,951249,1.0,34.9,25.1,Fiber,-29.5,4.7,0.86,False,,3,1,False,Contractor,2023-04-11,2025-10-27,
2025-11-01T02:10:00,UBC-00014,UBC00000014,PL-53025,Eastern Ave,Light pole at Eastern Ave near block 119,UbiEdge-Sensor,v1.5.2,39.262372,-76.620926,7.32,117.9,0.34,1.61,0.3,True,02:00:13:37:de:b0,10.160.223.156,Decommissioned,"bikepath,crosswalk,energy-metered,schoolzone",InWarranty,2027-06-05,False,4,0,0,0,0,0.0,0.0,0.0,0,0,5,4,1,15,907,truck,112.6,0.0188,118.2,0.95,0,-1.2,50.5,5.01,6.09,48.4,8,2411638,2.6,30.8,24.7,Mesh,-52.3,10.6,4.55,False,,3,2,False,Private,2025-04-12,2024-11-11,
2025-11-01T02:20:00,UBC-00015,UBC00000015,PL-80575,Fleet St,Light pole at Fleet St near block 694,UbiCam-Edge,v1.4.0,39.298755,-76.635108,5.54,182.7,-0.46,0.32,0.68,True,02:00:a7:ce:97:41,10.98.215.171,Provisioning,"bikepath,downtown,smartpole,schoolzone",Extended,2028-03-24,False,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,30,812,"dog,car,truck",110.4,0.0184,123.0,0.9,0,-0.3,49.3,3.86,9.01,49.4,1,1867718,17.0,36.0,20.1,FixedWireless,-44.5,12.3,2.46,False,,5,0,False,Private,2021-03-22,2025-02-01,
2025-11-01T02:30:00,UBC-00016,UBC00000016,PL-37549,Greenmount Ave,Light pole at Greenmount Ave near block 251,UbiCell-XL,v1.6.0,39.268054,-76.592483,5.4,245.9,-0.4,1.66,1.98,True,02:00:2f:78:9e:73,10.101.75.7,Unadopted,"energy-metered,schoolzone,bikepath,crosswalk",OutOfWarranty,2027-10-26,False,1,1,1,0,0,16.0,26.0,24.0,0,0,0,0,0,20,1194,"scooter,truck,bike",150.1,0.025,121.4,1.24,25,6.2,45.4,4.9,8.22,48.8,101,993540,5.1,23.8,30.3,FixedWireless,-40.3,5.0,0.46,True,-76.9,3,2,False,DOT,2020-09-01,2025-04-10,
2025-11-01T02:40:00,UBC-00017,UBC00000017,PL-60328,Eutaw St,Light pole at Eutaw St near block 573,UbiEdge-Sensor,v2.1.0,39.295104,-76.55907,4.66,65.4,0.92,1.1,0.18,True,02:00:19:7f:3e:e9,10.68.237.171,Adopted,"intersection,schoolzone,camera-enabled",Extended,2028-07-17,False,4,5,4,1,0,11.7,22.9,17.3,0,0,6,3,3,20,969,"car,dog",122.6,0.0204,119.6,1.03,0,3.3,43.7,4.51,5.49,56.8,5,1771845,1.0,5.0,23.6,4G-LTE,-60.3,18.2,3.71,False,,4,1,False,University,2018-11-27,2025-02-23,
2025-11-01T02:50:00,UBC-00018,UBC00000018,PL-30861,Canton Ave,Light pole at Canton Ave near block 393,UbiCam-Edge,v2.1.0,39.266841,-76.58802,7.66,185.5,0.77,0.86,1.67,True,02:00:78:8b:ab:a3,10.41.70.39,Provisioning,"energy-metered,intersection,schoolzone,smartpole",InWarranty,2027-07-17,False,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,30,1279,"bike,truck",108.8,0.0181,113.6,0.96,0,1.3,44.6,5.72,6.15,48.0,531,513670,1.0,13.1,10.2,Fiber,-46.8,5.2,3.27,False,,5,0,False,Contractor,2025-01-20,2025-04-10,
2025-11-01T03:00:00,UBC-00019,UBC00000019,PL-71069,S Charles St,Light pole at S Charles St near block 399,UbiCam-Edge,v1.6.0,39.257516,-76.56205,6.15,9.8,0.31,0.16,0.71,True,02:00:d6:70:f9:70,10.139.223.125,Adopted,"camera-enabled,energy-metered,crosswalk,schoolzone",OutOfWarranty,2028-02-15,True,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,20,1141,car,94.2,0.0157,121.8,0.77,5,2.4,37.5,15.54,16.28,47.4,394,207585,15.9,7.0,29.6,FixedWireless,-56.5,7.2,1.68,True,-88.3,2,2,False,University,2017-08-27,2025-08-16,
2025-11-01T03:10:00,UBC-00020,UBC00000020,PL-80008,St Paul St,Light pole at St Paul St near block 285,UbiCam-Edge,v1.5.2,39.295309,-76.616095,7.01,153.1,0.91,1.89,3.07,True,02:00:c2:a7:6c:e8,10.167.172.195,Decommissioned,energy-metered,InWarranty,2027-05-25,False,0,2,2,0,0,20.6,24.5,21.2,0,0,1,1,0,5,1315,"scooter,dog",149.6,0.0249,125.0,1.2,5,4.5,48.4,14.84,16.37,47.2,1,638808,9.2,20.7,7.9,4G-LTE,-70.5,25.6,0.7,False,,6,1,False,DOT,2020-07-02,2025-10-30,
2025-11-01T03:20:00,UBC-00021,UBC00000021,PL-55870,Pratt St,Light pole at Pratt St near block 111,UbiEdge-Sensor,v2.1.0,39.27744,-76.611958,5.86,18.5,-0.26,2.14,1.23,True,02:00:ee:83:bc:55,10.58.83.247,Adopted,"schoolzone,intersection,downtown,energy-metered",Extended,2027-02-28,False,2,3,2,1,1,32.4,43.4,41.2,0,0,2,2,0,10,1679,"person,dog,scooter",132.9,0.0221,122.5,1.08,25,3.3,58.3,12.76,13.04,49.7,208,137654,9.2,37.8,23.3,Fiber,-45.3,25.3,4.74,False,,4,0,False,University,2021-04-30,2025-07-30,
2025-11-01T03:30:00,UBC-00022,UBC00000022,PL-92213,Patterson Park Ave,Light pole at Patterson Park Ave near block 651,UbiCell-XL,v2.1.0,39.285589,-76.586823,7.92,82.8,0.48,-0.03,0.23,True,02:00:ae:06:d7:fa,10.54.221.246,Adopted,"crosswalk,bikepath,busstop,intersection",Extended,2026-04-29,False,0,1,1,0,0,33.9,40.1,38.7,0,0,1,0,1,10,1521,dog,123.7,0.0206,123.7,1.0,25,-0.6,49.8,6.67,13.09,51.6,1,283413,6.8,48.9,23.7,Mesh,-48.1,6.1,3.16,False,,6,1,False,Contractor,2020-11-22,2025-08-10,
2025-11-01T03:40:00,UBC-00023,UBC00000023,PL-45400,St. Paul St,Light pole at St. Paul St near block 218,UbiEdge-Sensor,v2.1.0,39.300651,-76.622547,6.31,211.9,1.36,1.1,1.46,True,02:00:ed:c2:ac:0e,10.253.166.47,Unadopted,,OutOfWarranty,2027-04-22,False,1,1,1,0,0,31.1,34.6,34.4,0,0,2,1,1,25,1484,"bike,dog,scooter",185.0,0.0308,120.3,1.54,5,-3.7,41.7,12.83,15.04,51.8,140,621246,1.0,17.9,23.6,Ethernet,-50.2,4.8,3.3,False,,2,1,False,Private,2015-11-27,2025-01-07,
2025-11-01T03:50:00,UBC-00024,UBC00000024,PL-11330,S Charles St,Light pole at S Charles St near block 378,UbiEdge-Sensor,v1.6.0,39.293964,-76.595297,4.57,134.2,0.24,1.13,1.37,True,02:00:2f:96:71:cf,10.124.156.170,Decommissioned,"intersection,energy-metered,bikepath,camera-enabled",OutOfWarranty,2026-01-13,False,0,1,1,0,0,49.7,53.4,48.5,0,0,0,0,0,25,462,person,134.1,0.0223,120.7,1.11,15,2.3,58.2,13.04,17.31,52.8,494,119366,11.9,23.6,13.7,Fiber,-52.1,14.2,2.73,False,,3,2,False,Private,2021-01-02,2025-01-31,
2025-11-01T04:00:00,UBC-00025,UBC00000025,PL-69473,Patterson Park Ave,Light pole at Patterson Park Ave near block 304,UbiSmart-V2,v1.6.0,39.286385,-76.655602,5.4,280.7,2.31,0.76,0.46,True,02:00:62:6e:f7:8d,10.144.51.214,Provisioning,,Extended,2026-12-23,False,1,1,0,1,0,30.7,33.5,29.3,0,0,1,1,0,15,1365,"truck,car",110.6,0.0184,119.6,0.92,10,-4.7,48.9,2.65,3.01,52.8,1,1266452,13.3,19.3,29.3,4G-LTE,-62.4,29.7,5.14,True,-88.4,1,1,False,Private,2025-08-14,2024-11-11,
2025-11-01T04:10:00,UBC-00026,UBC00000026,PL-15965,Monument St,Light pole at Monument St near block 703,UbiRadar-R1,v1.5.2,39.313853,-76.642688,9.77,312.5,1.15,1.63,2.66,True,02:00:f4:3a:21:cd,10.251.37.148,Provisioning,"energy-metered,smartpole,schoolzone",InWarranty,2027-05-10,False,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,5,454,"truck,car,bike",103.8,0.0173,122.8,0.85,15,6.3,65.0,12.19,18.51,47.3,1,728644,13.3,7.4,25.0,4G-LTE,-65.2,19.0,1.17,False,,0,0,False,Private,2024-10-27,2025-07-04,
2025-11-01T04:20:00,UBC-00027,UBC00000027,PL-64548,Gay St,Light pole at Gay St near block 77,UbiCell-XL,v2.1.0,39.307623,-76.576619,3.79,269.7,0.57,0.63,1.38,True,02:00:6a:6c:87:29,10.80.122.45,Provisioning,"camera-enabled,busstop,energy-metered,smartpole",InWarranty,2026-06-30,False,2,1,1,0,0,31.4,35.8,30.9,0,0,1,0,1,25,759,"scooter,car,bike",167.4,0.0279,124.1,1.35,0,3.5,53.9,15.37,17.91,52.6,1,57719,8.7,39.4,20.0,FixedWireless,-40.1,10.2,1.3,False,,1,0,False,University,2018-01-17,2025-01-08,
2025-11-01T04:30:00,UBC-00028,UBC00000028,PL-40340,Pratt St,Light pole at Pratt St near block 706,UbiCam-Edge,v1.6.0,39.268618,-76.629389,6.93,351.3,0.08,0.28,2.5,True,02:00:24:1e:54:9d,10.147.224.32,Unadopted,"downtown,intersection,bikepath",InWarranty,2026-09-26,False,6,0,0,0,0,0.0,0.0,0.0,0,0,7,3,4,15,1708,"truck,bike,person",88.2,0.0147,126.0,0.7,25,6.1,34.6,17.9,19.66,46.7,1,334720,15.5,26.5,29.5,Fiber,-52.3,7.1,1.82,False,,2,2,False,Private,2020-03-01,2025-02-05,
2025-11-01T04:40:00,UBC-00029,UBC00000029,PL-88385,Light St,Light pole at Light St near block 993,UbiCam-Edge,v2.0.1,39.267139,-76.619303,4.97,145.8,1.88,1.68,1.21,True,02:00:59:f0:e2:8e,10.92.223.163,Adopted,crosswalk,Extended,2026-03-01,False,3,2,2,0,1,29.9,34.0,30.0,0,0,4,2,2,5,321,"dog,truck",141.2,0.0235,113.5,1.24,0,2.6,54.3,16.18,17.14,51.4,21,217291,8.3,19.7,20.7,Ethernet,-54.2,20.3,0.68,False,,0,1,False,University,2022-01-14,2025-05-28,
2025-11-01T04:50:00,UBC-00030,UBC00000030,PL-31079,Reisterstown Rd,Light pole at Reisterstown Rd near block 638,UbiEdge-Sensor,v1.4.0,39.308208,-76.605474,4.59,176.0,0.19,0.84,1.08,True,02:00:ce:00:ec:d3,10.27.96.133,Decommissioned,"crosswalk,energy-metered,smartpole,schoolzone",OutOfWarranty,2026-08-03,False,1,2,2,0,0,36.5,37.6,34.6,0,0,1,0,1,15,1364,"dog,bike",153.8,0.0256,123.6,1.24,10,3.9,68.2,4.06,5.82,48.7,359,1391520,6.4,21.9,25.0,Mesh,-52.7,12.7,3.74,False,,6,1,False,University,2017-04-03,2025-10-13,
2025-11-01T05:00:00,UBC-00031,UBC00000031,PL-27172,S Charles St,Light pole at S Charles St near block 299,UbiHub-200,v1.6.0,39.304307,-76.627013,7.76,233.7,1.58,-0.28,0.64,True,02:00:2f:73:3a:ec,10.60.78.128,Unadopted,busstop,Extended,2028-03-23,False,0,1,1,0,0,46.2,49.4,44.8,0,0,0,0,0,15,727,"dog,bike",81.7,0.0136,120.5,0.68,15,5.6,55.6,13.57,16.98,52.0,164,192865,6.9,34.6,21.7,4G-LTE,-70.7,19.8,0.49,False,,4,2,False,University,2016-05-31,2025-03-06,
2025-11-01T05:10:00,UBC-00032,UBC00000032,PL-82255,Canton Ave,Light pole at Canton Ave near block 458,UbiCam-Edge,v1.5.2,39.307661,-76.661833,4.55,148.9,0.71,0.5,1.71,True,02:00:ae:88:01:90,10.152.250.222,Unadopted,,OutOfWarranty,2028-04-06,True,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,1,10,1447,"car,scooter",124.3,0.0207,121.6,1.02,30,9.1,54.1,13.48,18.12,47.5,1,1633514,9.9,46.1,13.4,Ethernet,-54.3,11.9,2.73,True,-86.5,4,1,False,Private,2019-08-03,2025-02-03,
2025-11-01T05:20:00,UBC-00033,UBC00000033,PL-34727,North Ave,Light pole at North Ave near block 340,UbiCam-Edge,v2.0.1,39.256637,-76.628438,4.59,192.7,1.57,0.27,0.64,True,02:00:c3:c5:4d:fd,10.18.64.129,Decommissioned,,OutOfWarranty,2028-08-03,True,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,30,1500,scooter,81.3,0.0135,118.1,0.69,25,7.1,59.8,16.62,17.83,47.4,1,57197,11.4,21.0,11.9,FixedWireless,-51.9,4.4,1.42,False,,6,0,False,DOT,2019-11-17,2025-03-20,
2025-11-01T05:30:00,UBC-00034,UBC00000034,PL-63736,Baltimore St,Light pole at Baltimore St near block 93,UbiCell-XL,v2.2.3,39.302567,-76.583929,4.19,116.8,2.28,1.34,1.53,True,02:00:a2:f9:12:23,10.120.147.59,Provisioning,"camera-enabled,downtown",OutOfWarranty,2028-01-26,False,5,2,2,0,0,39.1,41.2,39.1,0,0,6,2,4,30,2243,person,140.8,0.0235,120.6,1.17,0,0.5,51.6,24.79,25.95,51.1,1,293856,1.0,28.7,5.9,FixedWireless,-51.3,21.1,3.03,False,,3,0,False,DOT,2020-10-19,2025-08-15,
2025-11-01T05:40:00,UBC-00035,UBC00000035,PL-16028,Charles St,Light pole at Charles St near block 147,UbiEdge-Sensor,v1.6.0,39.320417,-76.675572,7.63,194.3,0.82,1.49,1.01,True,02:00:57:59:28:c3,10.123.254.234,Unadopted,smartpole,OutOfWarranty,2026-12-12,False,2,1,1,0,0,28.6,32.4,26.8,0,0,2,0,2,15,967,truck,148.2,0.0247,117.6,1.26,25,2.5,50.6,13.18,13.46,51.5,99,400168,1.0,31.4,14.1,Mesh,-44.8,10.3,0.33,False,,1,1,False,Private,2020-08-15,2025-07-01,
2025-11-01T05:50:00,UBC-00036,UBC00000036,PL-70981,Perring Pkwy,Light pole at Perring Pkwy near block 23,UbiEdge-Sensor,v1.4.0,39.322167,-76.610724,4.91,249.2,0.59,0.61,1.86,True,02:00:f7:36:79:c3,10.183.151.180,Provisioning,"busstop,energy-metered,camera-enabled",OutOfWarranty,2028-02-04,False,2,1,1,0,0,22.4,24.0,21.8,0,0,2,1,1,15,1023,"scooter,car,person",124.5,0.0208,122.6,1.02,5,-1.0,54.6,2.84,6.58,49.5,1,46171,11.1,26.5,17.6,FixedWireless,-43.1,8.2,0.61,False,,6,2,False,Private,2025-09-07,2025-01-23,
2025-11-01T06:00:00,UBC-00037,UBC00000037,PL-89482,Pratt St,Light pole at Pratt St near block 93,UbiEdge-Sensor,v2.2.3,39.254404,-76.601808,6.25,344.2,1.52,0.88,0.62,True,02:00:31:14:9e:e1,10.17.186.188,Unadopted,busstop,Extended,2026-09-15,True,3,6,4,2,0,27.8,29.6,29.3,0,0,3,2,1,30,853,"truck,car",81.8,0.0136,116.8,0.7,25,-3.9,61.9,14.31,18.29,53.9,1,159168,17.0,31.4,12.7,Ethernet,-44.1,8.5,0.06,True,-79.4,2,1,False,University,2023-10-22,2025-07-29,
2025-11-01T06:10:00,UBC-00038,UBC00000038,PL-79579,Franklin St,Light pole at Franklin St near block 466,UbiHub-200,v2.1.0,39.286884,-76.60679,6.84,292.2,0.2,0.82,1.27,True,02:00:cb:bb:2e:ca,10.7.135.138,Provisioning,"downtown,energy-metered",InWarranty,2027-03-16,False,0,3,3,0,0,30.5,32.7,31.0,0,0,3,1,2,25,1567,"car,truck",157.8,0.0263,119.6,1.32,30,3.4,61.7,11.09,16.28,53.8,1,1176816,8.2,10.1,26.9,FixedWireless,-43.7,8.7,1.9,True,-80.5,2,2,False,Private,2019-03-22,2025-04-27,
2025-11-01T06:20:00,UBC-00039,UBC00000039,PL-98452,Lombard St,Light pole at Lombard St near block 100,UbiEdge-Sensor,v1.6.0,39.294731,-76.576349,4.61,3.4,-0.06,1.1,2.18,True,02:00:d1:3b:47:17,10.19.155.127,Unadopted,,Extended,2027-08-19,False,4,5,4,1,0,22.5,27.0,21.3,0,0,5,2,3,10,1301,"person,scooter",160.6,0.0268,115.7,1.39,25,-3.9,45.8,2.92,6.84,54.2,617,76010,8.5,36.8,12.1,Ethernet,-48.1,9.5,1.66,True,-93.5,1,2,False,University,2020-09-08,2025-05-03,
2025-11-01T06:30:00,UBC-00040,UBC00000040,PL-80804,Patterson Park Ave,Light pole at Patterson Park Ave near block 195,UbiEdge-Sensor,v2.2.3,39.296543,-76.639671,4.68,187.3,0.17,0.42,0.86,True,02:00:78:b9:32:bc,10.183.31.102,Decommissioned,"crosswalk,bikepath",InWarranty,2028-06-06,False,0,3,3,0,0,37.5,41.3,35.4,0,0,2,1,1,20,775,"dog,car,bike",145.4,0.0242,125.0,1.16,30,1.8,32.3,11.94,12.53,52.1,1,1424871,5.8,32.8,20.1,4G-LTE,-56.7,22.0,0.23,False,,0,1,False,Contractor,2018-07-31,2024-12-16,
2025-11-01T06:40:00,UBC-00041,UBC00000041,PL-53713,Pratt St,Light pole at Pratt St near block 367,UbiRadar-R1,v1.4.0,39.326351,-76.628572,6.53,219.7,1.08,0.26,1.2,True,02:00:4a:42:80:59,10.56.13.34,Unadopted,"intersection,smartpole,schoolzone,downtown",Extended,2027-06-29,False,0,1,0,1,0,28.9,35.3,32.6,0,0,0,0,0,10,838,scooter,109.3,0.0182,120.0,0.91,15,4.6,70.3,2.12,6.5,50.2,113,186772,10.1,48.3,33.6,Fiber,-50.3,13.3,1.53,True,-90.0,6,0,False,Private,2025-08-07,2025-08-11,
